mean,title
4.0,I.O.U.S.A. (a.k.a. IOUSA) (2008)
4.0,Leningrad Cowboys Go America (1989)
4.0,"Onion Movie, The (2008)"
4.0,With Six You Get Eggroll (1968)
4.0,Daria: Is It Fall Yet? (2000)
4.0,"Bad and the Beautiful, The (1952)"
4.0,Santa Claus Is a Stinker (Le Père Noël est une ordure) (1982)
4.0,Life and Debt (2001)
4.0,"Great Silence, The (Grande silenzio, Il) (1969)"
4.0,Imagine That (2009)
4.0,Nevada Smith (1966)
4.0,In July (Im Juli) (2000)
4.0,"Letter to Three Wives, A (1949)"
2.0,Whipped (2000)
4.0,Room at the Top (1959)
4.0,"Patch of Blue, A (1965)"
2.0,Undercover Blues (1993)
2.0,"Incredible Shrinking Woman, The (1981)"
4.0,"Turning Point, The (1977)"
4.0,What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!) (1984)
4.0,T-Rex: Back to the Cretaceous (1998)
4.0,An Amazing Couple (2002)
4.0,Dark Passage (1947)
4.0,Africa: The Serengeti (1994)
4.0,Tom Horn (1980)
4.0,Friendly Persuasion (1956)
4.0,"Everlasting Piece, An (2000)"
4.0,Where the Day Takes You (1992)
4.0,Alaska: Spirit of the Wild (1997)
4.0,Sharkwater (2006)
4.0,Ashes and Diamonds (Popiól i diament) (1958)
4.0,Black Narcissus (1947)
4.0,"Ex, The (2007)"
4.0,"Emperor's New Clothes, The (2001)"
4.0,They Drive by Night (1940)
4.0,Winter Passing (2005)
4.0,Heart of a Dog (Sobachye serdtse) (1988)
1.0,"Wicker Man, The (2006)"
4.0,"Mondays in the Sun (Lunes al sol, Los) (2002)"
4.0,Splinter (2008)
4.0,Dr. Giggles (1992)
4.0,"Green Ray, The (Rayon vert, Le) (1986)"
4.0,Ask the Dust (2006)
4.0,Allegro non troppo (1977)
4.0,"Ogre, The (Unhold, Der) (1996)"
4.0,"Man Who Came to Dinner, The (1942)"
4.0,Solas (1999)
4.0,Shanghai Kiss (2007)
4.0,"Element of Crime, The (Forbrydelsens Element) (1984)"
4.0,Skipped Parts (2000)
4.0,"Unreasonable Man, An (2006)"
4.0,"World of Henry Orient, The (1964)"
4.0,Johnny Belinda (1948)
2.0,Sarah Silverman: Jesus Is Magic (2005)
4.0,"Woman Next Door, The (Femme d'à côté, La) (1981)"
4.0,"Doctor, The (1991)"
4.0,"Eyewitness (Janitor, The) (1981)"
4.0,"Lost Skeleton of Cadavra, The (2002)"
4.0,Best Seller (1987)
4.0,Citizen X (1995)
4.0,Youth of the Beast (Yaju no seishun) (1963)
4.0,Viridiana (1961)
4.0,Masterminds (1997)
4.0,Babylon 5: The Gathering (1993)
4.0,Amazing Grace and Chuck (1987)
2.0,Aquamarine (2006)
2.0,Against the Ropes (2004)
4.0,"Son of the Sheik, The (1926)"
4.0,Zelary (2003)
4.0,It (1990)
4.0,Levity (2003)
4.0,Sin Nombre (2009)
4.0,"Railway Children, The (1970)"
4.0,"Stolen Children (Ladro di bambini, Il) (1992)"
4.0,"Angel at My Table, An (1990)"
4.0,Winchester '73 (1950)
4.0,Julia (1977)
4.0,Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud) (1958)
4.0,"Agony and the Ecstasy, The (1965)"
4.0,Attack of the Puppet People (1958)
4.0,Raining Stones (1993)
4.0,Johnny Stecchino (1991)
4.0,Babylon 5: The Legend of the Rangers: To Live and Die in Starlight (2002)
4.0,Return to Never Land (2002)
4.0,Closely Watched Trains (Ostre sledované vlaky) (1966)
4.0,Chain of Fools (2000)
1.33,Drowning Mona (2000)
4.0,Purple Butterfly (Zi hudie) (2003)
4.0,"Enforcer, The (1976)"
4.0,"Trou, Le (Hole, The) (Night Watch, The) (1960)"
4.0,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)"
4.0,Daughters of the Dust (1991)
4.0,"Secret Life of Bees, The (2008)"
4.0,Revolution OS (2001)
4.0,Smiling Fish and Goat on Fire (1999)
4.0,"Eye for an Eye, An (1981)"
4.0,"White Sun of the Desert, The (Beloe solntse pustyni) (1970)"
4.0,Beijing Bicycle (Shiqi sui de dan che) (2001)
4.0,Blood Feast (1963)
4.0,The Island (2006)
4.0,Zabriskie Point (1970)
4.0,"Blue Angel, The (Blaue Engel, Der) (1930)"
4.0,Retroactive (1997)
4.0,Hawks and Sparrows (Uccellacci e Uccellini) (1966)
4.0,Gothic (1986)
4.0,Turtles Can Fly (Lakposhtha hâm parvaz mikonand) (2004)
4.0,Teacher's Pet (1958)
4.0,Life Is a Long Quiet River (La vie est un long fleuve tranquille) (1988)
4.0,Sisters (1973)
4.0,Brubaker (1980)
2.0,Good Burger (1997)
4.0,Turkish Delight (Turks fruit) (1973)
4.0,The Year My Voice Broke (1987)
4.0,"Long, Hot Summer, The (1958)"
4.0,Performance (1970)
4.0,"Baader Meinhof Komplex, Der (2008)"
4.0,Revenge (1990)
4.0,No End in Sight (2007)
4.0,Slaughterhouse-Five (1972)
4.0,Chouchou (2003)
4.0,Earthlings (2006)
4.0,"Sacrament, The (2013)"
4.0,Death Wish (2018)
4.0,"Guest, The (2014)"
4.0,Molly's Game (2017)
4.0,"Story of Film: An Odyssey, The (2011)"
4.0,"20,000 Days on Earth (2014)"
4.0,Alice (2009)
4.0,Eden (2014)
2.0,Loser (1991)
4.0,LBJ (2017)
4.0,Ashes of Time (Dung che sai duk) (1994)
4.0,"Love, Simon (2018)"
2.0,Welcome to the Jungle (2013)
4.0,Emerald Green (2016)
4.0,"Single Girl, A (Fille seule, La) (1995)"
4.0,Dane Cook: Troublemaker (2014)
4.0,Family Guy Presents: Blue Harvest (2007)
4.0,Goon: Last of the Enforcers (2017)
4.0,Delhi Belly (2011)
4.0,Power/Rangers (2015)
4.0,Wrinkles (Arrugas) (2011)
4.0,Red Army (2014)
4.0,The Great Hypnotist (2014)
4.0,Generation War (2013)
4.0,Daddy's Home 2 (2017)
4.0,First Reformed (2017)
4.0,Jim Norton: American Degenerate (2013)
4.0,I Can't Think Straight (2007)
4.0,Dave Chappelle: Killin' Them Softly (2000)
4.0,Patton Oswalt: Tragedy Plus Comedy Equals Time (2014)
4.0,And the Ship Sails On (E la nave va) (1983)
2.0,Paper Towns (2015)
4.0,You Are the Apple of My Eye (2011)
4.0,Romance (1999)
4.0,Hearts and Minds (1996)
4.0,Asterix at the Olympic Games (Astérix aux jeux olympiques) (2008)
4.0,Boy Meets Girl (2015)
4.0,Space Buddies (2009)
4.0,Undisputed II: Last Man Standing (2006)
2.0,Jack Ryan: Shadow Recruit (2014)
4.0,"Haunted World of Edward D. Wood Jr., The (1996)"
4.0,Nobody Loves Me (Keiner liebt mich) (1994)
4.0,Dragon ball Z 04: Lord Slug (1991)
4.0,Little Boxes (2017)
4.0,Dragonheart 3: The Sorcerer's Curse (2015)
4.0,Trumbo (2015)
4.0,Chasuke's Journey (2015)
4.0,Mistress America (2015)
4.0,Candleshoe (1977)
4.0,Confessions (Kokuhaku) (2010)
4.0,Joe Rogan: Triggered (2016)
4.0,Autumn Marathon (1979)
4.0,"Trip, The (2010)"
4.0,Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da) (1994)
4.0,Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai) (1994)
4.0,Old Men: Robbers (1971)
4.0,Dragon Ball Z: Bojack Unbound (Doragon bôru Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu) (1993)
4.0,Gentleman's Agreement (1947)
4.0,Even the Rain (También la lluvia) (2010)
4.0,Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen) (1993)
4.0,Steve Jobs: The Man in the Machine (2015)
4.0,Sapphire Blue (2014)
4.0,Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi) (1992)
4.0,Beauty and the Beast: The Enchanted Christmas (1997)
4.0,Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu) (1990)
4.0,Your Sister's Sister (2011)
4.0,Pekka ja Pätkä salapoliiseina (1957)
4.0,Prom Night IV: Deliver Us From Evil (1992)
4.0,Superman/Doomsday (2007) 
4.0,Burke and Hare (2010)
4.0,Fluke (1995)
4.0,Le Maître d'école (1981)
4.0,Go Figure (2005)
4.0,Playing the Victim (Izobrazhaya zhertvu) (2006)
4.0,Detachment (2011)
4.0,Just Eat It: A Food Waste Story (2014)
4.0,DC Super Hero Girls: Hero of the Year (2016)
4.0,Confessions of a Dangerous Mind (2002)
2.0,Goosebumps (2015)
4.0,"Jeff, Who Lives at Home (2012)"
4.0,"Sunset Limited, The (2011)"
4.0,Winnie the Pooh and the Honey Tree (1966)
4.0,Comedy Central Roast of David Hasselhoff (2010)
4.0,"Civil War, The (1990)"
4.0,Eros (2004)
4.0,"Apple, The (Sib) (1998)"
4.0,Ladybird Ladybird (1994)
4.0,A Man from Boulevard des Capucines (1987)
4.0,"Harmonists, The (1997)"
4.0,The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles (1981)
4.0,Shin Godzilla (2016)
4.0,Dil To Pagal Hai (1997)
4.0,The Boy and the Beast (2015)
4.0,Boy (2010)
4.0,Twinsters (2015)
4.0,Kaspar Hauser (1993)
4.0,My Best Fiend (Mein liebster Feind) (1999)
4.0,Risk (2016)
4.0,Unedited Footage of a Bear (2014)
2.0,Hell Night (1981)
4.0,"Double, The (2013)"
4.0,Silver Spoon (2014)
4.0,Best Men (1997)
4.0,Closer to the Moon (2013)
4.0,Penny Serenade (1941)
4.0,Annabelle: Creation (2017)
4.0,Love Jones (1997)
2.0,Turbo: A Power Rangers Movie (1997)
4.0,Black Sea (2015)
4.0,Sugar Town (1999)
4.0,'71 (2014)
4.0,Remember Me (2010)
4.0,Agora (2009)
4.0,Mommy (2014)
4.0,My Sister's Keeper (2009)
4.0,Zatoichi and the Chest of Gold (Zatôichi senryô-kubi) (Zatôichi 6) (1964)
4.0,Touch (1997)
4.0,Tim's Vermeer (2013)
4.0,While We're Young (2014)
4.0,Wolf and Calf (1984)
2.0,Fright Night Part II (1988)
4.0,Kama Sutra: A Tale of Love (1996)
4.0,Love Live! The School Idol Movie (2015)
4.0,Little Lord Fauntleroy (1936)
4.0,Things You Can Tell Just by Looking at Her (2000)
4.0,Tag (2018)
4.0,"Gunman, The (2015)"
4.0,Guest from the Future (Gostya iz buduschego) (1985)
4.0,Too Late for Tears (1949)
4.0,Jeff Ross Roasts the Border (2017)
4.0,Wrong Cops (2013)
4.0,Black Butler: Book of the Atlantic (2017)
4.0,Catwalk (1996)
4.0,"House of the Devil, The (2009)"
4.0,Virunga (2014)
4.0,"End of the Affair, The (1999)"
4.0,Cloudburst (2011)
4.0,"Soldier's Story, A (1984)"
4.0,The Forgotten Space (2010)
4.0,1-900 (06) (1994)
4.0,Ari Shaffir: Double Negative (2017)
4.0,Cats (1998)
2.0,Last Vegas (2013)
4.0,"Perfect Getaway, A (2009)"
4.0,Anna Karenina (1997)
2.0,Boys (1996)
4.0,"Yes Men Fix the World, The (2009)"
4.0,White Frog (2012)
4.0,Making a Murderer (2015)
2.0,Jupiter Ascending (2015)
4.0,The Cave of the Golden Rose (1991)
4.0,Icarus (2017)
4.0,"Princess and the Pirate, The (1944)"
2.0,Tammy (2014)
4.0,The Second Renaissance Part II (2003)
4.0,"Angriest Man in Brooklyn, The (2014)"
4.0,"Blood of the Beasts (Sang des bêtes, Le) (1949)"
4.0,Porky's Hare Hunt (1938)
4.0,Bride of Re-Animator (1990)
4.0,Porky in Wackyland (1938)
4.0,"Line King: The Al Hirschfeld Story, The (1996)"
4.0,Rosetta (1999)
4.0,Coco Before Chanel (Coco avant Chanel) (2009)
4.0,Georgia (1995)
4.0,Quest (2017)
4.0,Hare-um Scare-um (1939)
4.0,Last Night (1998)
4.0,Why Man Creates (1968)
4.0,Nico Icon (1995)
4.0,Blue Ruin (2013)
4.0,King of Comedy (Hei kek ji wong) (1999)
4.0,Where's Marlowe? (1998)
4.0,Ruby Red (2013)
4.0,"Unknown Known, The (2013)"
4.0,Cinderella (2015)
4.0,Reality (2014)
4.0,City Island (2009)
4.0,The Death of Stalin (2017)
4.0,John Mulaney: New In Town (2012)
4.0,Solyaris (1968)
4.0,Game Night (2018)
4.0,Hustler White (1996)
4.0,"Daddy, I'm A Zombie (2012)"
4.0,"Ipcress File, The (1965)"
4.0,"Pretty One, The (2013)"
4.0,Hatchet III (2013)
4.0,Fading Gigolo (2013)
2.0,Rio 2 (2014)
2.0,Extract (2009)
4.0,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)"
4.0,Glory Daze (1995)
4.0,Walking and Talking (1996)
4.0,Calvary (2014)
4.0,The End of the Tour (2015)
4.0,Oxygen (1999)
4.0,Castaway on the Moon (Kimssi pyoryugi) (2009)
4.0,Mike Bassett: England Manager (2001)
4.0,Last Shift (2014)
4.0,Human Planet (2011)
4.0,Certified Copy (Copie conforme) (2010)
4.0,Mildred Pierce (1945)
4.0,Bill Burr: Walk Your Way Out (2017)
4.0,"First Beautiful Thing, The (La prima cosa bella) (2010)"
4.0,'Hellboy': The Seeds of Creation (2004)
4.0,"King of Masks, The (Bian Lian) (1996)"
4.0,The Electric Hotel (1908)
4.0,Sinister (2012)
4.0,Jeff Ross Roasts Criminals: Live at Brazos County Jail (2015)
4.0,House at the End of the Street (2012)
2.0,Quest for Camelot (1998)
2.0,Almost Heroes (1998)
4.0,Joe Rogan: Live (2006)
4.0,Kizumonogatari II: Passionate Blood (2016)
4.0,Marvel One-Shot: Agent Carter (2013)
4.0,"Words, The (2012)"
4.0,Paradise Lost 3: Purgatory (2011)
4.0,Barney's Version (2010)
4.0,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)"
4.0,Dream for an Insomniac (1996)
2.0,Doug's 1st Movie (1999)
4.0,"Sessions, The (Surrogate, The) (2012)"
4.0,I'm Still Here (2010)
4.0,Invincible Shaolin (1978)
4.0,"Nobody Speak: Hulk Hogan, Gawker and Trials of a Free Press (2017)"
4.0,Alan Partridge: Alpha Papa (2013)
4.0,West Beirut (West Beyrouth) (1998)
4.0,Wild China (2008)
4.0,War Machine (2017)
4.0,"Run of the Country, The (1995)"
4.0,Hamlet (1964)
4.0,Stuck in Love (2012)
4.0,Merantau (2009)
4.0,Stingray Sam (2009)
4.0,We Could Be King (2014)
4.0,The Meyerowitz Stories (2017)
4.0,Carol (2015)
4.0,Carry On Don't Lose Your Head (1966)
4.0,Afonya (1975)
4.0,Star Maps (1997)
2.0,"Bling Ring, The (2013)"
2.0,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)"
4.0,Duck Amuck (1953)
4.0,Down Terrace (2009)
4.0,Tie Xi Qu: West of the Tracks (Tiexi qu) (2003)
4.0,Best Worst Movie (2009)
4.0,6 Days to Air: The Making of South Park (2011)
4.0,The OA
4.0,Woman in Gold (2015)
4.0,CHiPS (2017)
4.0,Dave Chappelle: The Age of Spin (2017)
4.0,Undisputed III: Redemption (2010)
2.0,Hush (1998)
4.0,Love and a .45 (1994)
4.0,Andrew Dice Clay: Dice Rules (1991)
4.0,"Come Back, Little Sheba (1952)"
4.0,Drained (O cheiro do Ralo) (2006)
4.0,Dedication (2007)
4.0,"Water Horse: Legend of the Deep, The (2007)"
4.0,Last Exit to Brooklyn (1989)
4.0,"Blood In, Blood Out (1993)"
4.0,Cassandra's Dream (2007)
4.0,"Golden Bowl, The (2000)"
4.0,Swing Time (1936)
4.0,Roberta (1935)
4.0,World Traveler (2001)
4.0,Hatchet (2006)
4.0,Cat Soup (Nekojiru-so) (2001)
4.0,"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)"
4.0,Frankenstein 90 (1984)
4.0,Walking with Monsters (2005)
4.0,Hereafter (2010)
4.0,Byzantium (2012)
4.0,"Way Back, The (2010)"
4.0,Dave Chappelle: Deep in the Heart of Texas (2017)
4.0,Men & Chicken (2015)
4.0,The Witch (2015)
4.0,"Patrik Age 1.5 (Patrik 1,5) (2008)"
4.0,Smashed (2012)
4.0,Magic Mike XXL (2015)
4.0,The Hero (2017)
4.0,Codependent Lesbian Space Alien Seeks Same (2011)
4.0,Alice in Wonderland (1933)
4.0,Dragon Ball Z Gaiden: The Plot to Destroy the Saiyans (1993)
4.0,Mini's First Time (2006)
4.0,Dragon Ball Z: Resurrection of F (2015)
4.0,Betting on Zero (2016)
4.0,Life-Size (2000)
4.0,Snatched (2017)
4.0,Campfire Tales (1997)
4.0,3 Ninjas: High Noon On Mega Mountain (1998)
4.0,"Savage Nights (Nuits fauves, Les) (1992)"
4.0,Wrong (2012)
4.0,Night Flier (1997)
4.0,Waiting for 'Superman' (2010)
4.0,Fracchia contro Dracula (1985)
4.0,Head Above Water (1996)
4.0,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)"
4.0,Rough Magic (1995)
4.0,Glen or Glenda (1953)
4.0,Savior (1998)
4.0,Jimmy Carr: Telling Jokes (2009)
4.0,Strangeland (1998)
4.0,Love Is the Devil (1998)
4.0,Bakuman (2015)
4.0,Mike's New Car (2002)
4.0,"Sum of Us, The (1994)"
4.0,Ip Man 3 (2015)
4.0,Michael Jackson's Thriller (1983)
2.0,London Has Fallen (2016)
2.0,Grease Live (2016)
2.0,One for the Money (2012)
4.0,What Men Still Talk About (2011)
4.0,Flesh and Bone (1993)
4.0,Masked Avengers (1981)
4.0,Tex (1982)
4.0,"Way South, The (De weg naar het zuiden) (1981)"
2.0,In Dreams (1999)
1.33,Maximum Overdrive (1986)
4.0,Last Holiday (1950)
4.0,Hurlyburly (1998)
4.0,A Midsummer Night's Dream (2016)
4.0,Hesher (2010)
4.0,"Best Man, The (Testimone dello sposo, Il) (1998)"
4.0,Stake Land (2010)
4.0,Rocket Singh: Salesman of the Year (2009)
4.0,Oceans (Océans) (2009)
4.0,"Lucky One, The (2012)"
4.0,My Name Is Joe (1998)
4.0,Kizumonogatari Part 1: Tekketsu (2016)
4.0,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)"
4.0,Florence Foster Jenkins (2016)
4.0,Beautiful Boy (2010)
4.0,Nothing to Declare (Rien à déclarer) (2010)
4.0,Antonio Gaudí (1985)
4.0,Steam: The Turkish Bath (Hamam) (1997)
4.0,"Man of No Importance, A (1994)"
4.0,Tears for Sale (2008)
4.0,Picture Bride (Bijo photo) (1994)
4.0,Merci Patron ! (2016)
4.0,No Small Affair (1984)
4.0,Fraktus (2012)
4.0,Northanger Abbey (2007)
4.0,American Grindhouse (2010)
4.0,Puss in Boots (Nagagutsu o haita neko) (1969)
4.0,Neds (2010)
4.0,Wizards of Waverly Place: The Movie (2009)
4.0,The Barkley Marathons: The Race That Eats Its Young (2015)
4.0,Blue Exorcist: The Movie (2012)
4.0,Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese) (1989)
4.0,Watch Out for the Automobile (Beregis avtomobilya) (1966)
4.0,"Great Day in Harlem, A (1994)"
2.0,No Mercy (1986)
4.0,Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002)
4.0,Assassination (1987)
2.0,I Went Down (1997)
4.0,Paper Man (2009)
2.0,Vibes (1988)
4.0,The Magnificent Ruffians (1979)
4.0,Dear Diary (Caro Diario) (1994)
4.0,"Last Exorcism, The (2010)"
4.0,Otello (1986)
4.0,Universal Soldier: Day of Reckoning (2012)
4.0,Safe Haven (2013)
4.0,"Man Vanishes, A (Ningen Johatsu) (1967)"
4.0,Embassy (2013)
4.0,Germinal (1993)
4.0,Phantoms (1998)
4.0,The Hairdresser (2010)
4.0,Devil Dog: The Hound of Hell (1978)
4.0,Land and Freedom (Tierra y libertad) (1995)
4.0,Mimino (1977)
4.0,42 (2013)
4.0,Tabu (2012)
4.0,T2 3-D: Battle Across Time (1996)
4.0,Beyond Bedlam (1993)
4.0,Parasyte: Part 1 (2014)
4.0,Play the Game (2009)
4.0,From the Hip (1987)
4.0,Lifted (2006)
4.0,Parasyte: Part 2 (2015)
4.0,George Harrison: Living in the Material World (2011)
4.0,Starsuckers (2009)
4.0,Elle (2016)
4.0,Anacleto: Agente secreto (2015)
4.0,The Survivalist (2015)
4.0,A Cosmic Christmas (1977)
4.0,"Angels' Share, The (2012)"
4.0,When You're Strange (2009)
4.0,Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi) (1990)
4.0,Resolution (2012)
4.0,Hurricane Streets (1997)
4.0,Swept from the Sea (1997)
4.0,Crimes of the Heart (1986)
4.0,Fort Tilden (2014)
1.17,American Pie Presents The Naked Mile (American Pie 5: The Naked Mile) (2006)
1.17,Amityville: Dollhouse (1996)
1.17,Yogi Bear (2010)
3.5,Dance of the Dead (2008)
3.5,Music Box (1989)
3.5,Insidious: The Last Key (2018)
3.5,Maze Runner: The Death Cure (2018)
3.5,In a Lonely Place (1950)
3.5,Dave Chappelle: The Bird Revelation (2017)
3.5,The Purple Sea (2009)
3.5,Ink (2009)
3.5,"Haunted World of El Superbeasto, The (2009)"
3.5,Dave Chappelle: Equanimity (2017)
3.5,Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land) (2008)
3.5,Man of Aran (1934)
3.5,Frontière(s) (2007)
3.5,Dead Like Me: Life After Death (2009)
3.5,Bright Star (2009)
3.5,Never Back Down (2008)
3.5,Ghosts of the Abyss (2003)
3.5,Elsa & Fred (2005)
3.5,Amanda Knox (2016)
3.5,"Ruins, The (2008)"
3.5,Spread (2009)
3.5,Shine a Light (2008)
3.5,Endless Poetry (2016)
3.5,Forbidden Games (Jeux interdits) (1952)
3.5,In a Better World (Hævnen) (2010)
3.5,31 (2016)
3.5,Blair Witch (2016)
3.5,The Great Train Robbery (1978)
3.5,Somers Town (2008)
3.5,Monsters (2010)
3.5,"Fighting Temptations, The (2003)"
3.5,Children of the Night (1991)
3.5,"Great Buck Howard, The (2008)"
3.5,Rawhead Rex (1986)
3.5,Were the World Mine (2008)
3.5,Serving in Silence: The Margarethe Cammermeyer Story (1995)
3.5,"Uninvited, The (2009)"
3.5,Hannah Montana: The Movie (2009)
3.5,Winds of the Wasteland (1936)
3.5,Dogman (2018)
3.5,Silk Stockings (1957)
3.5,G-Force (2009)
3.5,"Crazies, The (a.k.a. Code Name: Trixie) (1973)"
3.5,Phantom Thread (2017)
3.5,Fulltime Killer (Chuen jik sat sau) (2001)
3.5,Anastasia (1956)
3.5,"Cuckoo, The (Kukushka) (2002)"
3.5,"Children, The (2008)"
3.5,Themroc (1973)
3.5,You Again (2010)
3.5,Shot Caller (2017)
3.5,"Gospel According to St. Matthew, The (Vangelo secondo Matteo, Il) (1964)"
3.5,Obsessed (2009)
3.5,Special (2006)
3.5,The Darkest Minds (2018)
3.5,Flint (2017)
3.5,Green Lantern: First Flight (2009)
3.5,Earth (2007)
3.5,Taking Sides (2001)
3.5,Murder on a Sunday Morning (Un coupable idéal) (2001)
3.5,Prison Break: The Final Break (2009)
3.5,Bungo Stray Dogs: Dead Apple (2018)
3.5,Breakfast with Scot (2007)
3.5,"Collector, The (2009)"
3.5,No Game No Life: Zero (2017)
3.5,Jon Stewart Has Left the Building (2015)
3.5,9to5: Days in Porn (a.k.a. 9 to 5: Days in Porn) (2008)
3.5,101 Reykjavik (101 Reykjavík) (2000)
3.5,Gintama: The Movie (2010)
3.5,Kiss Me Kate (1953)
3.5,You Will Meet a Tall Dark Stranger (2010)
3.5,Disgrace (2008)
3.5,Journeys with George (2002)
3.5,Sintel (2010)
3.5,Mortadelo & Filemon: The Big Adventure (La gran aventura de Mortadelo y Filemón) (2003)
3.5,"Runaways, The (2010)"
3.5,The Death of Louis XIV (2016)
3.5,Diary of a Wimpy Kid (2010)
3.5,"Union: The Business Behind Getting High, The (2007)"
3.5,"Last Song, The (2010)"
3.5,Paradise (1982)
3.5,Cargo (2009)
3.5,It Comes at Night (2017)
3.5,Regret to Inform (1998)
3.5,Captain Underpants: The First Epic Movie (2017)
3.5,Lovers & Leavers (Kuutamolla) (2002)
3.5,Dragon Lord (a.k.a. Dragon Strike) (Long Xiao Ye) (1982)
3.5,Cemetery Junction (2010)
3.5,The Mummy (2017)
3.5,Steam of Life (Miesten vuoro) (2010)
3.5,Generation Iron 2
3.5,Mutant Chronicles (2008)
3.5,You'll Never Get Rich (1941)
3.5,Stuck (2007)
3.5,The Dark Tower (2017)
3.5,"Two Escobars, The (2010)"
3.5,Alien from L.A. (1988)
3.5,Recount (2008)
3.5,"Jolson Story, The (1946)"
3.5,"Bigger, Stronger, Faster* (2008)"
3.5,"Secret Policeman's Other Ball, The (1982)"
3.5,"Joneses, The (2009)"
3.5,My Son the Fanatic (1997)
3.5,Free Fire (2017)
3.5,Ricky Gervais Live: Animals (2003)
3.5,Pinocchio (2002)
3.5,Please Give (2010)
3.5,Kiss Me Goodbye (1982)
3.5,Bella (2006)
3.5,"Big Empty, The (2003)"
1.75,How Stella Got Her Groove Back (1998)
3.5,"Navigator, The (1924)"
3.5,"Court Jester, The (1956)"
3.5,Itty Bitty Titty Committee (2007)
3.5,Pygmalion (1938)
3.5,Beastly (2011)
1.75,Extreme Ops (2002)
3.5,Deepwater Horizon (2016)
3.5,"Savages, The (2007)"
3.5,Howl (2010)
3.5,Outsourced (2006)
3.5,War and Peace (1956)
3.5,Are You Scared? (2006)
3.5,Happy-Go-Lucky (2008)
3.5,OT: Our Town (2002)
3.5,Ragtime (1981)
3.5,"Pawnbroker, The (1964)"
3.5,Madhouse (1990)
3.5,First Sunday (2008)
3.5,Train to Busan (2016)
3.5,Kingsglaive: Final Fantasy XV (2016)
3.5,Friends & Lovers (1999)
1.75,Goodbye Lover (1999)
3.5,Trouble in Paradise (1932)
3.5,"Signal, The (2007)"
3.5,Little Big Soldier (Da bing xiao jiang) (2010)
3.5,Life with Father (1947)
3.5,Rabbit Hole (2010)
3.5,One Week (1920)
3.5,"Midsummer Night's Dream, A (1935)"
3.5,Marauders (2016)
3.5,"Warrior's Way, The (2010)"
3.5,Season of the Witch (2011)
3.5,Peter Pan (1960)
3.5,This So-Called Disaster (2003)
3.5,Late Marriage (Hatuna Meuheret) (2001)
3.5,Jane Eyre (1970)
3.5,Birdemic: Shock and Terror (2010)
3.5,He Never Died (2015)
3.5,After the Wedding (Efter brylluppet) (2006)
3.5,Maniac Cop (1988)
3.5,Phineas and Ferb the Movie: Across the 2nd Dimension (2011)
3.5,"Strange Love of Martha Ivers, The (1946)"
3.5,Ghost in the Shell: Solid State Society (2006)
3.5,"Ladykillers, The (1955)"
3.5,"Man in the White Suit, The (1951)"
1.75,Bernie (1996)
3.5,"Thief of Bagdad, The (1924)"
3.5,Intolerance: Love's Struggle Throughout the Ages (1916)
3.5,"Suriyothai (a.k.a. Legend of Suriyothai, The) (2001)"
3.5,American Hardcore (2006)
3.5,"United States of Leland, The (2003)"
3.5,"Damned, The (La Caduta degli dei) (1969)"
3.5,Factory Girl (2006)
3.5,"Passion of Anna, The (Passion, En) (1969)"
1.75,Conan the Barbarian (2011)
3.5,Embrace of the Serpent (2016)
1.75,Suburban Commando (1991)
3.5,Miss Representation (2011)
3.5,Never Die Alone (2004)
3.5,John Mulaney: The Comeback Kid (2015)
3.5,Walled In (2009)
3.5,Invincible (2001)
3.5,Hitchcock/Truffaut (2015)
3.5,Below (2002)
3.5,Starter for 10 (2006)
3.5,"Wake Up, Ron Burgundy (2004)"
3.5,One Day (2011)
3.5,"Reckoning, The (2004)"
